pointid,grid_code,xcoord,ycoord
"332",10.85510000000,-73.8722463149919,40.8775373012532
"333",10.27560000000,-73.8686880944703,40.8775333075323
"334",10.45310000000,-73.8651298743819,40.8775292041054
"335",10.15350000000,-73.8615716547387,40.8775249909725
"336",9.84111000000,-73.8580134355522,40.8775206681336
"337",9.66466000000,-73.8544552168344,40.8775162355888
"338",9.82076000000,-73.8508969985968,40.8775116933379
"339",10.32190000000,-73.8473387808512,40.8775070413812
"340",10.11070000000,-73.8437805636094,40.8775022797186
"341",9.98000000000,-73.8402223468832,40.8774974083501
"342",10.70630000000,-73.8366641306842,40.8774924272757
"343",11.48520000000,-73.8331059150243,40.8774873364955
"344",12.01920000000,-73.8295476999151,40.8774821360096
"345",10.66000000000,-73.8259894853683,40.8774768258178
"346",10.15560000000,-73.8224312713958,40.8774714059203
"347",9.86800000000,-73.8188730580093,40.8774658763171
"348",9.28065000000,-73.8153148452205,40.8774602370081
"349",9.05742000000,-73.8117566330412,40.8774544879935
"350",8.99252000000,-73.8081984214831,40.8774486292733
"351",9.01487000000,-73.8046402105579,40.8774426608474
"352",9.04722000000,-73.8010820002774,40.877436582716
"353",9.08256000000,-73.7975237906533,40.877430394879
"354",9.09013000000,-73.7939655816974,40.8774240973365
"355",9.10811000000,-73.7904073734215,40.8774176900884
"356",9.12615000000,-73.7868491658371,40.877411173135
"357",9.13547000000,-73.7832909589562,40.8774045464761
"358",9.15009000000,-73.7797327527904,40.8773978101118
"359",8.79103000000,-73.9291807693891,40.8748855053834
"360",8.87781000000,-73.9256226880613,40.8748832670511
"361",8.98085000000,-73.922064606979,40.8748809190169
"362",9.34008000000,-73.9185065261538,40.8748784612808
"363",9.71127000000,-73.9149484455975,40.8748758938429
"364",10.58320000000,-73.9113903653219,40.8748732167031
"365",12.03110000000,-73.9078322853386,40.8748704298616
"366",13.60710000000,-73.9042742056595,40.8748675333182
"367",11.62910000000,-73.9007161262962,40.874864527073
"368",9.97309000000,-73.8971580472606,40.874861411126
"369",9.73287000000,-73.8935999685643,40.8748581854773
"370",10.32080000000,-73.8900418902191,40.8748548501268
"371",11.21240000000,-73.8864838122368,40.8748514050746
"372",12.64750000000,-73.882925734629,40.8748478503207
"373",11.83480000000,-73.8793676574075,40.874844185865
"374",11.01270000000,-73.8758095805841,40.8748404117077
"375",10.32660000000,-73.8722515041705,40.8748365278487
"376",9.57007000000,-73.8686934281784,40.8748325342881
"377",9.97412000000,-73.8651353526196,40.8748284310259
"378",10.19820000000,-73.8615772775058,40.874824218062
"379",10.17550000000,-73.8580192028488,40.8748198953966
"380",9.82873000000,-73.8544611286603,40.8748154630296
"381",10.20930000000,-73.850903054952,40.874810920961
"382",9.94305000000,-73.8473449817357,40.874806269191
"383",9.72635000000,-73.8437869090231,40.8748015077194
